Name_number;Name_submitted;Overall_score;Name_matched;Name_matched_rank;Name_score;Name_matched_author;Name_matched_url;Author_matched;Author_score;Family_matched;Family_score;Name_matched_accepted_family;Genus_matched;Genus_score;Specific_epithet_matched;Specific_epithet_score;Infraspecific_rank;Infraspecific_epithet_matched;Infraspecific_epithet_score;Infraspecific_rank_2;Infraspecific_epithet_2_matched;Infraspecific_epithet_2_score;Annotations;Unmatched_terms;Taxonomic_status;Accepted_name;Accepted_name_author;Accepted_name_rank;Accepted_name_url;Accepted_name_species;Accepted_name_family;Selected;Source;Warnings;Accepted_name_lsid
70;SORGHUM BICOLOR;1;Sorghum bicolor;species;1;(L.) Moench;"http://www.theplantlist.org/tpl1.1/record/kew-443283;http://www.tropicos.org/Name/25513454;http://plants.usda.gov/java/profile?symbol=SOBI2";;;;;Poaceae;Sorghum;1;bicolor;1;;;;;;;;;Accepted;Sorghum bicolor;(L.) Moench;species;"http://www.theplantlist.org/tpl1.1/record/kew-443283;http://www.tropicos.org/Name/25513454;http://plants.usda.gov/java/profile?symbol=SOBI2";Sorghum bicolor;Poaceae;true;"tpl;tropicos;usda"; ;
71;OAT MEAL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
72;POTATO PULP;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
73;CARROT;0.9;Carroa;genus;0.9;;http://www.theplantlist.org/tpl1.1/search?q=Carroa;;;;;Fabaceae;Carroa;0.83;;;;;;;;;;;No opinion;;;;;;;true;tpl; ;
74;NELUMBO NUCIFERA;1;Nelumbo nucifera;species;1;Gaertn.;"http://www.theplantlist.org/tpl1.1/record/kew-2384945;http://www.tropicos.org/Name/22600041;http://plants.usda.gov/java/profile?symbol=NENU2";;;;;Nelumbonaceae;Nelumbo;1;nucifera;1;;;;;;;;;Accepted;Nelumbo nucifera;Gaertn.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2384945;http://www.tropicos.org/Name/22600041;http://plants.usda.gov/java/profile?symbol=NENU2";Nelumbo nucifera;Nelumbonaceae;true;"tpl;tropicos;usda"; ;
75;WILD YAM;0.4;Wildia;genus;0.4;;http://www.theplantlist.org/tpl1.1/search?q=Wildia;;;;;Erpodiaceae;Wildia;0.67;;;;;;;;;;YAM;Accepted;Wildia;;genus;http://www.theplantlist.org/tpl1.1/search?q=Wildia;;Erpodiaceae;true;tpl; [Partial match] ;
76;AMARANTHUS HYPOCHONDRIACUS;1;Amaranthus hypochondriacus;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2632908;http://www.tropicos.org/Name/1100009;http://plants.usda.gov/java/profile?symbol=AMHY2";;;;;Amaranthaceae;Amaranthus;1;hypochondriacus;1;;;;;;;;;Accepted;Amaranthus hypochondriacus;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2632908;http://www.tropicos.org/Name/1100009;http://plants.usda.gov/java/profile?symbol=AMHY2";Amaranthus hypochondriacus;Amaranthaceae;true;"tpl;tropicos;usda"; ;
77;CASHEW;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
78;CICER ARIETINUM;1;Cicer arietinum;species;1;L.;"http://www.ildis.org/LegumeWeb?version~10.01&genus~Cicer&species~arietinum;http://www.tropicos.org/Name/13045294;http://plants.usda.gov/java/profile?symbol=CIAR5";;;;;Fabaceae;Cicer;1;arietinum;1;;;;;;;;;Accepted;Cicer arietinum;L.;species;"http://www.ildis.org/LegumeWeb?version~10.01&genus~Cicer&species~arietinum;http://www.tropicos.org/Name/13045294;http://plants.usda.gov/java/profile?symbol=CIAR5";Cicer arietinum;Fabaceae;true;"ildis;tropicos;usda"; ;
79;COIX LACRYMA-JOBI;1;Coix;genus;1;;"http://www.theplantlist.org/tpl1.1/search?q=Coix;http://plants.usda.gov/java/profile?symbol=COIX";;;;;Poaceae;Coix;1;;;;;;;;;;;Accepted;Coix;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Coix;http://plants.usda.gov/java/profile?symbol=COIX";;Poaceae;true;"tpl;usda"; ;
80;MACADAMIA TERNIFOLIA;1;Macadamia ternifolia;species;1;F.Muell.;http://www.theplantlist.org/tpl1.1/record/kew-2508703;;;;;Proteaceae;Macadamia;1;ternifolia;1;;;;;;;;;Accepted;Macadamia ternifolia;F.Muell.;species;http://www.theplantlist.org/tpl1.1/record/kew-2508703;Macadamia ternifolia;Proteaceae;true;tpl; ;
81;PHASEOLUS ANGULARIS;1;Phaseolus angularis;species;1;(Willd.)W.Wight;http://www.ildis.org/LegumeWeb?version~10.01&genus~Phaseolus&species~angularis;;;;;Fabaceae;Phaseolus;1;angularis;1;;;;;;;;;Synonym;Vigna angularis;(Willd.)Ohwi & H.Ohashi;species;http://www.ildis.org/LegumeWeb?version~10.01&genus~Vigna&species~angularis;Vigna angularis;Fabaceae;true;ildis; ;
82;PISTACIA VERA;1;Pistacia vera;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2407011;http://www.tropicos.org/Name/1300829;http://plants.usda.gov/java/profile?symbol=PIVE3";;;;;Anacardiaceae;Pistacia;1;vera;1;;;;;;;;;Accepted;Pistacia vera;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2407011;http://www.tropicos.org/Name/1300829;http://plants.usda.gov/java/profile?symbol=PIVE3";Pistacia vera;Anacardiaceae;true;"tpl;tropicos;usda"; ;
83;RHYNCHOSIA NULUBILIS;0.5;Rhynchosia;genus;0.5;;"http://www.theplantlist.org/tpl1.1/search?q=Rhynchosia;http://plants.usda.gov/java/profile?symbol=RHYNC2";;;;;Fabaceae;Rhynchosia;1;;;;;;;;;;NULUBILIS;Accepted;Rhynchosia;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Rhynchosia;http://plants.usda.gov/java/profile?symbol=RHYNC2";;Fabaceae;true;"tpl;usda"; [Partial match] ;
84;RICE;0.6;Richea;genus;0.6;;http://www.theplantlist.org/tpl1.1/search?q=Richea;;;;;Rhizophoraceae;Richea;0.67;;;;;;;;;;;Accepted;Richea;;genus;http://www.theplantlist.org/tpl1.1/search?q=Richea;;Rhizophoraceae;true;tpl; ;
85;SESAME;0.69;Sesamum;genus;0.69;;http://www.theplantlist.org/tpl1.1/search?q=Sesamum;;;;;Pedaliaceae;Sesamum;0.71;;;;;;;;;;;Accepted;Sesamum;;genus;http://www.theplantlist.org/tpl1.1/search?q=Sesamum;;Pedaliaceae;true;tpl; ;
86;SETARIA ITALICA;1;Setaria italica;species;1;(L.) P.Beauv.;http://www.theplantlist.org/tpl1.1/record/kew-442451;;;;;Poaceae;Setaria;1;italica;1;;;;;;;;;Accepted;Setaria italica;(L.) P.Beauv.;species;http://www.theplantlist.org/tpl1.1/record/kew-442451;Setaria italica;Poaceae;true;tpl; ;
87;SOYBEAN;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
88;SWEET ALMOND;0.44;Sweetia;genus;0.44;;"http://www.theplantlist.org/tpl1.1/search?q=Sweetia;http://www.ildis.org/LegumeWeb?version~10.01&genus~Sweetia";;;;;Fabaceae;Sweetia;0.71;;;;;;;;;;ALMOND;No opinion;;;;";";;;true;"tpl;ildis"; [Partial match] ;
89;WHEAT SEED;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
90;HORDEUM VULGARE;1;Hordeum vulgare;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-419563;http://www.tropicos.org/Name/25509707;http://plants.usda.gov/java/profile?symbol=HOVU";;;;;Poaceae;Hordeum;1;vulgare;1;;;;;;;;;Accepted;Hordeum vulgare;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-419563;http://www.tropicos.org/Name/25509707;http://plants.usda.gov/java/profile?symbol=HOVU";Hordeum vulgare;Poaceae;true;"tpl;tropicos;usda"; ;
91;CYPERUS ESCULENTUS;1;Cyperus esculentus;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-236532;http://www.tropicos.org/Name/9901112;http://plants.usda.gov/java/profile?symbol=CYES";;;;;Cyperaceae;Cyperus;1;esculentus;1;;;;;;;;;Accepted;Cyperus esculentus;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-236532;http://www.tropicos.org/Name/9901112;http://plants.usda.gov/java/profile?symbol=CYES";Cyperus esculentus;Cyperaceae;true;"tpl;tropicos;usda"; ;
92;ARTEMISIA PRINCEPS;1;Artemisia princeps;species;1;Pamp.;"http://dixon.iplantcollaborative.org/CompositaeWeb/default.aspx?Page=NameDetails&TabNum=0&NameId=AA5C5A67-EE92-44F5-98E6-A626E88A5349;http://www.tropicos.org/Name/2730416";;;;;Asteraceae;Artemisia;1;princeps;1;;;;;;;;;Accepted;Artemisia princeps;Pamp.;species;"http://dixon.iplantcollaborative.org/CompositaeWeb/default.aspx?Page=NameDetails&TabNum=0&NameId=AA5C5A67-EE92-44F5-98E6-A626E88A5349;http://www.tropicos.org/Name/2730416";Artemisia princeps;Asteraceae;true;"gcc;tropicos"; ;urn:lsid:compositae.org:names:AA5C5A67-EE92-44F5-98E6-A626E88A5349
93;BROCCOLI;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
94;CHENOPODIUM QUINOA;1;Chenopodium quinoa;species;1;Willd.;"http://www.theplantlist.org/tpl1.1/record/kew-2717733;http://www.tropicos.org/Name/7200325;http://plants.usda.gov/java/profile?symbol=CHQU";;;;;Amaranthaceae;Chenopodium;1;quinoa;1;;;;;;;;;Accepted;Chenopodium quinoa;Willd.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2717733;http://www.tropicos.org/Name/7200325;http://plants.usda.gov/java/profile?symbol=CHQU";Chenopodium quinoa;Amaranthaceae;true;"tpl;tropicos;usda"; ;
95;ENTEROMORPHA COMPRESSA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
96;IPOMOEA BATATAS;1;Ipomoea batatas;species;1;(L.) Lam.;"http://www.theplantlist.org/tpl1.1/record/tro-8500721;http://www.tropicos.org/Name/8500721;http://plants.usda.gov/java/profile?symbol=IPBA2";;;;;Convolvulaceae;Ipomoea;1;batatas;1;;;;;;;;;Accepted;Ipomoea batatas;(L.) Lam.;species;"http://www.theplantlist.org/tpl1.1/record/tro-8500721;http://www.tropicos.org/Name/8500721;http://plants.usda.gov/java/profile?symbol=IPBA2";Ipomoea batatas;Convolvulaceae;true;"tpl;tropicos;usda"; ;
97;LAMINARIA JAPONICA;0.95;Linaria japonica;species;0.95;Miq.;"http://www.theplantlist.org/tpl1.1/record/tro-29200067;http://www.tropicos.org/Name/29200067";;;;;Plantaginaceae;Linaria;0.78;japonica;1;;;;;;;;;Accepted;Linaria japonica;Miq.;species;"http://www.theplantlist.org/tpl1.1/record/tro-29200067;http://www.tropicos.org/Name/29200067";Linaria japonica;Plantaginaceae;true;"tpl;tropicos"; ;
98;LENTINUS EDODES;0.47;Lentiscus;genus;0.47;;http://www.theplantlist.org/tpl1.1/search?q=Lentiscus;;;;;Anacardiaceae;Lentiscus;0.78;;;;;;;;;;EDODES;No opinion;;;;;;;true;tpl; [Partial match] ;
99;PLEUROTUS OSTREATUS;0.5;Pleuropus;genus;0.5;;http://www.theplantlist.org/tpl1.1/search?q=Pleuropus;;;;;Brachytheciaceae;Pleuropus;0.89;;;;;;;;;;OSTREATUS;Accepted;Pleuropus;;genus;http://www.theplantlist.org/tpl1.1/search?q=Pleuropus;;Brachytheciaceae;true;tpl; [Partial match] ;
100;PORPHYRA TENERA;0.5;Porphyra;genus;0.5;;http://www.theplantlist.org/tpl1.1/search?q=Porphyra;;;;;Lamiaceae;Porphyra;1;;;;;;;;;;TENERA;No opinion;;;;;;;true;tpl; [Partial match] ;
101;UNDARIA PINNATIFIDA;0.49;Uncaria;genus;0.49;;http://www.theplantlist.org/tpl1.1/search?q=Uncaria;;;;;Rubiaceae;Uncaria;0.86;;;;;;;;;;PINNATIFIDA;Accepted;Uncaria;;genus;http://www.theplantlist.org/tpl1.1/search?q=Uncaria;;Rubiaceae;true;tpl; [Partial match] ;
102;ASPERGILLUS;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
103;SACCHAROMYCES;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
104;RICE FERMENT;0.4;Richea;genus;0.4;;http://www.theplantlist.org/tpl1.1/search?q=Richea;;;;;Rhizophoraceae;Richea;0.67;;;;;;;;;;FERMENT;Accepted;Richea;;genus;http://www.theplantlist.org/tpl1.1/search?q=Richea;;Rhizophoraceae;true;tpl; [Partial match] ;
105;BARLEY GRAIN;0.46;Bartleya;genus;0.46;;"http://www.theplantlist.org/tpl1.1/search?q=Bartleya;";;;;;Dicranaceae;Bartleya;0.75;;;;;;;;;;GRAIN;No opinion;;;;";";;;true;"tpl;usda"; [Partial match] ;
106;BIDENS TRIPARTITA;1;Bidens tripartita;species;1;L.;"http://dixon.iplantcollaborative.org/CompositaeWeb/default.aspx?Page=NameDetails&TabNum=0&NameId=76CA7829-5DF2-4B2F-BF6C-049A11FB5B65;http://www.tropicos.org/Name/2700308;http://plants.usda.gov/java/profile?symbol=BITR";;;;;Asteraceae;Bidens;1;tripartita;1;;;;;;;;;Accepted;Bidens tripartita;L.;species;"http://dixon.iplantcollaborative.org/CompositaeWeb/default.aspx?Page=NameDetails&TabNum=0&NameId=76CA7829-5DF2-4B2F-BF6C-049A11FB5B65;http://www.tropicos.org/Name/2700308;http://plants.usda.gov/java/profile?symbol=BITR";Bidens tripartita;Asteraceae;true;"gcc;tropicos;usda"; ;urn:lsid:compositae.org:names:76CA7829-5DF2-4B2F-BF6C-049A11FB5B65
107;LEAF;0.52;Leaoa;genus;0.52;;http://www.theplantlist.org/tpl1.1/search?q=Leaoa;;;;;Orchidaceae;Leaoa;0.6;;;;;;;;;;;No opinion;;;;;;;true;tpl; ;
108;PERILLA FRUTESCENS;1;Perilla frutescens;species;1;(L.) Britton;"http://www.theplantlist.org/tpl1.1/record/kew-150299;http://www.tropicos.org/Name/17601586;http://plants.usda.gov/java/profile?symbol=PEFR4";;;;;Lamiaceae;Perilla;1;frutescens;1;;;;;;;;;Accepted;Perilla frutescens;(L.) Britton;species;"http://www.theplantlist.org/tpl1.1/record/kew-150299;http://www.tropicos.org/Name/17601586;http://plants.usda.gov/java/profile?symbol=PEFR4";Perilla frutescens;Lamiaceae;true;"tpl;tropicos;usda"; ;
109;PRUNELLA VULGARIS;1;Prunella vulgaris;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-166020;http://www.tropicos.org/Name/17600275;http://plants.usda.gov/java/profile?symbol=PRVU";;;;;Lamiaceae;Prunella;1;vulgaris;1;;;;;;;;;Accepted;Prunella vulgaris;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-166020;http://www.tropicos.org/Name/17600275;http://plants.usda.gov/java/profile?symbol=PRVU";Prunella vulgaris;Lamiaceae;true;"tpl;tropicos;usda"; ;
110;BIFIDOBACTERIUM;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
111;POLYSORBATE 80;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
112;ERUCA SATIVA;1;Eruca sativa;species;1;Mill.;http://www.theplantlist.org/tpl1.1/record/kew-2798746;;;;;Brassicaceae;Eruca;1;sativa;1;;;;;;;;;Synonym;Eruca vesicaria;(L.) Cav.;species;http://www.theplantlist.org/tpl1.1/record/kew-2798757;Eruca vesicaria;Brassicaceae;true;tpl; ;
113;LEPIDIUM SATIVUM;1;Lepidium sativum;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2338547;http://www.tropicos.org/Name/4100212;http://plants.usda.gov/java/profile?symbol=LESA2";;;;;Brassicaceae;Lepidium;1;sativum;1;;;;;;;;;Accepted;Lepidium sativum;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2338547;http://www.tropicos.org/Name/4100212;http://plants.usda.gov/java/profile?symbol=LESA2";Lepidium sativum;Brassicaceae;true;"tpl;tropicos;usda"; ;
114;NASTURTIUM OFFICINALE;1;Nasturtium officinale;species;1;R.Br.;http://www.theplantlist.org/tpl1.1/record/kew-2381026;;;;;Brassicaceae;Nasturtium;1;officinale;1;;;;;;;;;Accepted;Nasturtium officinale;R.Br.;species;http://www.theplantlist.org/tpl1.1/record/kew-2381026;Nasturtium officinale;Brassicaceae;true;tpl; ;
115;RADISH SPROUT;0.4;Radia;genus;0.4;Noronha;http://www.tropicos.org/Name/50082372;;;;;Sapotaceae;Radia;0.67;;;;;;;;;;SPROUT;Invalid;;;;;;;true;tropicos; [Partial match] ;
116;CALENDULA OFFICINALIS;1;Calendula officinalis;species;1;L.;"http://dixon.iplantcollaborative.org/CompositaeWeb/default.aspx?Page=NameDetails&TabNum=0&NameId=B9F21354-DC95-4ADE-9D7D-A9901888F8FA;http://www.tropicos.org/Name/2709695;http://plants.usda.gov/java/profile?symbol=CAOF";;;;;Asteraceae;Calendula;1;officinalis;1;;;;;;;;;Accepted;Calendula officinalis;L.;species;"http://dixon.iplantcollaborative.org/CompositaeWeb/default.aspx?Page=NameDetails&TabNum=0&NameId=B9F21354-DC95-4ADE-9D7D-A9901888F8FA;http://www.tropicos.org/Name/2709695;http://plants.usda.gov/java/profile?symbol=CAOF";Calendula officinalis;Asteraceae;true;"gcc;tropicos;usda"; ;urn:lsid:compositae.org:names:B9F21354-DC95-4ADE-9D7D-A9901888F8FA
117;SAFFLOWER FLOWER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
118;ACHILLEA MILLEFOLIUM;1;Achillea millefolium;species;1;;http://www.theplantlist.org/tpl1.1/search?q=Achillea+millefolium;;;;;Asteraceae;Achillea;1;millefolium;1;;;;;;;;;Accepted;Achillea millefolium;;species;http://www.theplantlist.org/tpl1.1/search?q=Achillea+millefolium;Achillea millefolium;Asteraceae;true;tpl; ;
119;VACCINIUM MYRTILLUS;1;Vaccinium myrtillus;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2457648;http://www.tropicos.org/Name/12300055;http://plants.usda.gov/java/profile?symbol=VAMY2";;;;;Ericaceae;Vaccinium;1;myrtillus;1;;;;;;;;;Accepted;Vaccinium myrtillus;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2457648;http://www.tropicos.org/Name/12300055;http://plants.usda.gov/java/profile?symbol=VAMY2";Vaccinium myrtillus;Ericaceae;true;"tpl;tropicos;usda"; ;
120;VITEX AGNUS-CASTUS;1;Vitex;genus;1;;http://www.theplantlist.org/tpl1.1/search?q=Vitex;;;;;Lamiaceae;Vitex;1;;;;;;;;;;;Accepted;Vitex;;genus;http://www.theplantlist.org/tpl1.1/search?q=Vitex;;Lamiaceae;true;tpl; ;
121;RHUS CHINENSIS;1;Rhus chinensis;species;1;Mill.;"http://www.theplantlist.org/tpl1.1/record/kew-2422836;http://www.tropicos.org/Name/1300863;http://plants.usda.gov/java/profile?symbol=RHCH9";;;;;Anacardiaceae;Rhus;1;chinensis;1;;;;;;;;;Accepted;Rhus chinensis;Mill.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2422836;http://www.tropicos.org/Name/1300863;http://plants.usda.gov/java/profile?symbol=RHCH9";Rhus chinensis;Anacardiaceae;true;"tpl;tropicos;usda"; ;
122;WALNUT HUSK;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
123;NETTLE LEAF;0.46;Nettlera;genus;0.46;;http://www.theplantlist.org/tpl1.1/search?q=Nettlera;;;;;Rubiaceae;Nettlera;0.75;;;;;;;;;;LEAF;No opinion;;;;;;;true;tpl; [Partial match] ;
124;JUNIPERUS COMMUNIS;1;Juniperus communis;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2332579;http://www.tropicos.org/Name/9400373;http://plants.usda.gov/java/profile?symbol=JUCO6";;;;;Cupressaceae;Juniperus;1;communis;1;;;;;;;;;Accepted;Juniperus communis;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2332579;http://www.tropicos.org/Name/9400373;http://plants.usda.gov/java/profile?symbol=JUCO6";Juniperus communis;Cupressaceae;true;"tpl;tropicos;usda"; ;
125;HORSE CHESTNUT;0.4;Hornea;genus;0.4;;http://www.theplantlist.org/tpl1.1/search?q=Hornea;;;;;Sapindaceae;Hornea;0.67;;;;;;;;;;CHESTNUT;No opinion;;;;;;;true;tpl; [Partial match] [Ambiguous match] ;
126;DICHROA FEBRIFUGA;1;Dichroa febrifuga;species;1;Lour.;"http://www.theplantlist.org/tpl1.1/record/tro-50061038;http://www.tropicos.org/Name/50061038";;;;;Hydrangeaceae;Dichroa;1;febrifuga;1;;;;;;;;;Accepted;Dichroa febrifuga;Lour.;species;"http://www.theplantlist.org/tpl1.1/record/tro-50061038;http://www.tropicos.org/Name/50061038";Dichroa febrifuga;Hydrangeaceae;true;"tpl;tropicos"; ;
127;GRAPE SEED;0.4;Gramen;genus;0.4;;http://www.theplantlist.org/tpl1.1/search?q=Gramen;;;;;Poaceae;Gramen;0.67;;;;;;;;;;SEED;No opinion;;;;;;;true;tpl; [Partial match] ;
128;ACACIA CATECHU;1;Acacia catechu;species;1;;http://www.theplantlist.org/tpl1.1/search?q=Acacia+catechu;;;;;Fabaceae;Acacia;1;catechu;1;;;;;;;;;No opinion;;;;;;;true;tpl; ;
129;GOLDENROD;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
130;HYPERICUM PERFORATUM;1;Hypericum perforatum;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2858676;http://www.tropicos.org/Name/7800012;http://plants.usda.gov/java/profile?symbol=HYPE";;;;;Hypericaceae;Hypericum;1;perforatum;1;;;;;;;;;Accepted;Hypericum perforatum;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2858676;http://www.tropicos.org/Name/7800012;http://plants.usda.gov/java/profile?symbol=HYPE";Hypericum perforatum;Hypericaceae;true;"tpl;tropicos;usda"; ;
131;CAMELLIA JAPONICA;1;Camellia japonica;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2694618;http://www.tropicos.org/Name/31600012;http://plants.usda.gov/java/profile?symbol=CAJA9";;;;;Theaceae;Camellia;1;japonica;1;;;;;;;;;Accepted;Camellia japonica;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2694618;http://www.tropicos.org/Name/31600012;http://plants.usda.gov/java/profile?symbol=CAJA9";Camellia japonica;Theaceae;true;"tpl;tropicos;usda"; ;
132;PRUNUS MUME;1;Prunus mume;species;1;(Siebold) Siebold & Zucc.;http://www.theplantlist.org/tpl1.1/record/rjp-7972;;;;;Rosaceae;Prunus;1;mume;1;;;;;;;;;Accepted;Prunus mume;(Siebold) Siebold & Zucc.;species;http://www.theplantlist.org/tpl1.1/record/rjp-7972;Prunus mume;Rosaceae;true;tpl; ;
133;ARONIA ARBUTIFOLIA;1;Aronia arbutifolia;species;1;(L.) Pers.;"http://www.theplantlist.org/tpl1.1/record/rjp-808;http://www.tropicos.org/Name/27803711";;;;;Rosaceae;Aronia;1;arbutifolia;1;;;;;;;;;Accepted;Aronia arbutifolia;(L.) Pers.;species;"http://www.theplantlist.org/tpl1.1/record/rjp-808;http://www.tropicos.org/Name/27803711";Aronia arbutifolia;Rosaceae;true;"tpl;tropicos"; ;
134;BLUEBERRY;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
135;CRANBERRY;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
136;EUTERPE OLERACEA;1;Euterpe oleracea;species;1;Mart.;"http://www.theplantlist.org/tpl1.1/record/kew-83095;http://www.tropicos.org/Name/2401358;http://plants.usda.gov/java/profile?symbol=EUOL2";;;;;Arecaceae;Euterpe;1;oleracea;1;;;;;;;;;Accepted;Euterpe oleracea;Mart.;species;"http://www.theplantlist.org/tpl1.1/record/kew-83095;http://www.tropicos.org/Name/2401358;http://plants.usda.gov/java/profile?symbol=EUOL2";Euterpe oleracea;Arecaceae;true;"tpl;tropicos;usda"; ;
137;GARCINIA MANGOSTANA;1;Garcinia mangostana;species;1;L.;"http://www.tropicos.org/Name/7800753;http://plants.usda.gov/java/profile?symbol=GAMA10";;;;;Clusiaceae;Garcinia;1;mangostana;1;;;;;;;;;Accepted;Garcinia mangostana;L.;species;"http://www.tropicos.org/Name/7800753;http://plants.usda.gov/java/profile?symbol=GAMA10";Garcinia mangostana;Clusiaceae;true;"tropicos;usda"; ;
138;COFFEE SEED;0.49;Coffea;genus;0.49;;http://www.theplantlist.org/tpl1.1/search?q=Coffea;;;;;Rubiaceae;Coffea;0.83;;;;;;;;;;SEED;Accepted;Coffea;;genus;http://www.theplantlist.org/tpl1.1/search?q=Coffea;;Rubiaceae;true;tpl; [Partial match] ;
139;PROPOLIS;0.77;Prosopis;genus;0.77;;"http://www.theplantlist.org/tpl1.1/search?q=Prosopis;http://plants.usda.gov/java/profile?symbol=PROSO";;;;;Fabaceae;Prosopis;0.75;;;;;;;;;;;Accepted;Prosopis;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Prosopis;http://plants.usda.gov/java/profile?symbol=PROSO";;Fabaceae;true;"tpl;usda"; ;
140;WINE EXTRACT;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
141;CANANGA ODORATA;1;Cananga odorata;species;1;(Lam.) Hook.f. & Thomson;http://www.theplantlist.org/tpl1.1/record/kew-2695745;;;;;Annonaceae;Cananga;1;odorata;1;;;;;;;;;Accepted;Cananga odorata;(Lam.) Hook.f. & Thomson;species;http://www.theplantlist.org/tpl1.1/record/kew-2695745;Cananga odorata;Annonaceae;true;tpl; ;
142;GANODERMA LUCIDUM;1;Ganoderma lucidum;species;1;(Curtis) P. Karst.;http://www.tropicos.org/Name/100405716;;;;;Ganodermataceae;Ganoderma;1;lucidum;1;;;;;;;;;Accepted;Ganoderma lucidum;(Curtis) P. Karst.;species;http://www.tropicos.org/Name/100405716;Ganoderma lucidum;Ganodermataceae;true;tropicos; ;
143;CORCHORUS OLITORIUS;1;Corchorus olitorius;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2736427;http://www.tropicos.org/Name/32200006;http://plants.usda.gov/java/profile?symbol=COOL";;;;;Malvaceae;Corchorus;1;olitorius;1;;;;;;;;;Accepted;Corchorus olitorius;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2736427;http://www.tropicos.org/Name/32200006;http://plants.usda.gov/java/profile?symbol=COOL";Corchorus olitorius;Malvaceae;true;"tpl;tropicos;usda"; ;
144;HENNA;1;Henna;genus;1;Boehm.;http://www.tropicos.org/Name/40023972;;;;;Lythraceae;Henna;1;;;;;;;;;;;No opinion;;;;;;;true;tropicos; ;
145;MELIA AZADIRACHTA;1;Melia azadirachta;species;1;L.;http://www.theplantlist.org/tpl1.1/record/kew-2505107;;;;;Meliaceae;Melia;1;azadirachta;1;;;;;;;;;Synonym;Azadirachta indica;A.Juss.;species;http://www.theplantlist.org/tpl1.1/record/kew-2667002;Azadirachta indica;Meliaceae;true;tpl; ;
