"Species_TNRS";"Species";"Longitude";"Latitude";"Country";"Locality";"Elevation";"Event_date";"Extracted_from";"Restriction"
"Abeliophyllum distichum";"Paspalum distichum";138,68760554;-35,41577932;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,000092;-38,281776;"Australia";""; ;"2019-06-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0525;-36,4119;"Australia";"U7507500"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,18592822;-35,12481052;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1891;-38,2758;"Australia";"T2494800"; ;"2009-06-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,5066;-37,6169;"Australia";"S0841400"; ;"1998-06-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,7038;-38,1616;"Australia";"U4039700"; ;"2001-06-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,05;-28,8667;"Australia";"Casino."; ;"1924-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3347;-37,6011;"Australia";"S0846200"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1941;-38,0805;"Australia";"T2406200"; ;"1999-06-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613785622;-32,858682427;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,64201486;-35,46863029;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3938;-37,6669;"Australia";"S0844000"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,831253425;-31,458459499;"Australia";"locality withheld"; ;"2008-06-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,7068742;-35,42982439;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7386;-37,8772;"Australia";"T2450800"; ;"2004-06-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8333;-37,7167;"Australia";"Melbourne, Keilor Bank of Maribyrnong River south of Calder Highway."; ;"1987-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,755964837;-32,745426998;"Australia";"locality withheld"; ;"2016-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,1955;-37,6077;"Australia";"S0846700"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";141,8;-38,1;"Australia";"W227_2"; ;"2011-06-08";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";153,22;-30,07;"Australia";"Arrawarra Headland."; ;"1976-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,67066718;-35,40348855;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,5027;-37,685;"Australia";"S0841800"; ;"1998-06-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,8808;-37,6255;"Australia";"S3839400"; ;"1999-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1608;-36,1855;"Australia";"U7500000"; ;"1996-06-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,368;-36,3408;"Australia";"O3665800"; ;"2008-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0444;-36,3927;"Australia";"U7507200"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613373882;-32,854925765;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3116;-37,5591;"Australia";"S0845300"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,338;-37,6141;"Australia";"S0844900"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";122,05111111;-33,37705556;"Australia";"65 km E of Scaddan, 2.8 km S along Dempster Road from junction of Lignite Road"; ;"2006-06-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,5333;-35,8167;"Australia";"Murray River, 3 km south-west of Tocumwal Post Office."; ;"1979-06-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";115,8;-31,9;"Australia";"Herdsman Lake, Floreat Park,"; ;"1997-06-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,334224296;-31,581720305;"Australia";"locality withheld";477;"2004-06-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2458;-38,0469;"Australia";"E1804400"; ;"1990-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,4241;-37,7855;"Australia";"S0840000"; ;"1998-06-09";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";143,4458;-38,5577;"Australia";"S6002200"; ;"1996-06-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3438;-36,465;"Australia";"S1309900"; ;"2000-06-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1;-36,8;"Australia";"CE108"; ;"2011-06-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,521539923;-30,763115191;"Australia";"locality withheld"; ;"1992-06-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,64895933;-35,461681;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613373882;-32,854925765;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,4313;-37,7952;"Australia";"S0841200"; ;"1998-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614407997;-32,858517954;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,513897588;-32,08540885;"Australia";"locality withheld"; ;"2009-06-18";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";147,233333;-42,933333;"Australia";"Huon Highway, between Fern Tree and Neika"; ;"2015-06-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3675;-36,3408;"Australia";"O3667200"; ;"2008-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3741;-37,6547;"Australia";"S0844200"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0952;-37,98;"Australia";"T0017000"; ;"1998-06-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613373882;-32,854925765;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,9;-36,2;"Australia";"NE154_2"; ;"2011-06-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3133;-37,5841;"Australia";"S0845100"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";151,07;-34,13;"Australia";"S of Sydney."; ;"1983-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,80171651;-35,21672685;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9113;-37,6061;"Australia";"E2702000"; ;"2007-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,4091;-38,2677;"Australia";"F1211800"; ;"1988-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0252;-36,3766;"Australia";"U7506900"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,10451651;-35,11523291;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1186;-36,3697;"Australia";"U7504700"; ;"1992-06-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,522094006;-30,768978141;"Australia";"locality withheld"; ;"1992-06-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613785622;-32,858682427;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,72363838;-35,44848969;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,029634516;-34,30173717;"Australia";"locality withheld";100;"2001-06-20";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum"; ; ;"New Zealand";""; ;"1969-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,72342939;-35,44855998;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,0791;-38,1308;"Australia";"O3630700"; ;"1991-06-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614407997;-32,858517954;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3588;-36,5197;"Australia";"S1310400"; ;"2000-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3452;-37,8033;"Australia";"S0839400"; ;"1998-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,764311587;-32,741540833;"Australia";"locality withheld"; ;"2016-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,136278123;-33,249572946;"Australia";"locality withheld"; ;"2012-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,6297;-38,2622;"Australia";"T2411800"; ;"2000-06-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,4286;-37,6163;"Australia";"S0842500"; ;"1998-06-15";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";149,9167;-35,6167;"Australia";"c. 4 km S. of Monga. Along creek, near confluence with Mongarlowe River.";680;"1975-06-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,580585038;-34,750138683;"Australia";"locality withheld"; ;"1996-06-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,5583333333;-20,6083333333;"Australia";"CWL LAKE MOONDARRA 15KM NE OF MT ISA"; ;"1987-06-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,487671528;-33,241778075;"Australia";"locality withheld"; ;"2003-06-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,519168184;-30,768989882;"Australia";"locality withheld"; ;"1992-06-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3391;-36,5055;"Australia";"S1310200"; ;"2000-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8683;-36,3122;"Australia";"U7511200"; ;"1994-06-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,018559963;-34,351324087;"Australia";"locality withheld";85;"2001-06-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3336;-38,0872;"Australia";"T2411700"; ;"2000-06-07";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";149,9167;-35,6167;"Australia";"Mongarlowe River, 19 km SE of Braidwood.";700;"1975-06-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,65663866;-35,26302269;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,05;-36,3997;"Australia";"U7507300"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613665842;-32,854018035;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3491;-37,59;"Australia";"S0846100"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,970512979;-33,544907988;"Australia";"locality withheld"; ;"2001-06-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7444;-37,6158;"Australia";"T0083000"; ;"1998-06-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614418356;-32,853728731;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,757270491;-32,74363598;"Australia";"locality withheld"; ;"2016-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,4472;-37,8455;"Australia";"S0841000"; ;"1998-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614418356;-32,853728731;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614407997;-32,858517954;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,8521428;-33,665790274;"Australia";"locality withheld"; ;"2006-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3208;-37,8288;"Australia";"S0839000"; ;"1998-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,334224296;-31,581720305;"Australia";"locality withheld";477;"2004-06-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,80171651;-35,21672685;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,078;-36,1987;"New Zealand";""; ;"1984-06-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3722;-38,2069;"Australia";"T2469500"; ;"2006-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,995496157;-33,091696056;"Australia";"locality withheld"; ;"2017-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0119;-36,3563;"Australia";"U7506700"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0288;-38,3002;"Australia";"T2450400"; ;"2004-06-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,761447372;-32,742594945;"Australia";"locality withheld"; ;"2016-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,078;-38,1263;"Australia";"O3630600"; ;"1991-06-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614418356;-32,853728731;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,955102907;-33,741701061;"Australia";"locality withheld"; ;"2011-06-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,943908163;-32,401318911;"Australia";"locality withheld"; ;"2018-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,4988;-38,0783;"Australia";"E1111600"; ;"2003-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613373882;-32,854925765;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,2325;-37,5458;"Australia";"S0847400"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,4361;-37,8038;"Australia";"S0840900"; ;"1998-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613373882;-32,854925765;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613785622;-32,858682427;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,63715354;-35,26788118;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3677;-36,3408;"Australia";"O3666500"; ;"2008-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613373882;-32,854925765;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,505;-37,6477;"Australia";"U4055000"; ;"2005-06-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,742558574;-34,537873597;"Australia";"locality withheld"; ;"1997-06-24";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum"; ; ;"New Zealand";""; ;"1989-06-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3469;-36,5488;"Australia";"S1310700"; ;"2000-06-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,998;-36,3605;"Australia";"U7508200"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,328;-37,8386;"Australia";"S0839700"; ;"1998-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,6527;-37,8347;"Australia";"E2332300"; ;"1991-06-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0822;-37,6525;"Australia";"T2431100"; ;"2002-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,0833333333;-27,25;"Australia";"'BROADACRES' 38KM E OF GLENMORGAN"; ;"1985-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8266;-37,8219;"Australia";"N2342700"; ;"1996-06-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0594;-36,4155;"Australia";"U7508100"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,4166666667;-24,75;"Australia";"FAIRYMEAD 25N"; ;"1960-06-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,3869;-38,2491;"Australia";"F1211500"; ;"1988-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2833;-38,1355;"Australia";"T2100100"; ;"1995-06-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0391;-36,3861;"Australia";"U7507100"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,2625;-37,5638;"Australia";"S0847000"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1218;-36,8903;"Australia";"CE108"; ;"2011-06-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,07737621;-35,11136612;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,208247763;-32,422356919;"Australia";"locality withheld"; ;"2005-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,028;-36,3836;"Australia";"U7507000"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8863;-37,7591;"Australia";"T2103700"; ;"1996-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,2464405;-35,11642183;"Australia";"locality withheld"; ;"2018-06-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,53;-38,2086;"Australia";"U4079500"; ;"2009-06-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,29131;-25,38374;"Australia";"Punchbowl Wetland-subsite c, Myrtleville Station, north west of Injune."; ;"2010-06-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,029634516;-34,30173717;"Australia";"locality withheld";100;"2001-06-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,9957;-36,2098;"Australia";"NE154_2"; ;"2011-06-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,54155;-34,72751;"Australia";""; ;"2007-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,909;-41,2376;"New Zealand";""; ;"1919-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,619182957;-32,85450298;"Australia";"locality withheld";13;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0258;-36,3575;"Australia";"U7507700"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,71971684;-35,43787014;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0227;-36,3655;"Australia";"U7507800"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,70266674;-33,727838006;"Australia";"locality withheld"; ;"2010-06-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,9594066584;-27,8234050886;"Australia";"WARRILL VIEW"; ;"1995-06-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,141622423;-35,705060395;"Australia";"locality withheld"; ;"2003-06-01";"ALA";""
